© COELO, Groningen			OZB										Afvalstoffenheffing					Rioolheffing huishoudens				Rioolheffing bedrijven																	Woonlasten		Woonlasten							Toeristenbelasting			Hondenbelasting		Leges			Leges							
Provinciecode	Gemeente code	Gemeentenaam	Tarief woningen	Mutatie Tarief woningen	Tarief eigenaar niet-woning	Mutatie Tarief eigenaar niet-woning	Tarief gebruiker niet-woning	Mutatie Tarief gebruiker niet-woning	Tarief niet-woning eigenaar+gebruiker	Mutatie Tarief niet-woning eigenaar+gebruiker	Gemiddeld betaalde ozb woningen		Eénpersoonshuishouden	Mutatie Eénpersoonshuishouden	Meerpersoonshuishouden	Mutatie Meerpersoonshuishouden		Eénpersoonshuishouden	Mutatie Eénpersoonshuishouden	Meerpersoonshuishouden	Mutatie Meerpersoonshuishouden	Waterverbruik 100 m3	Mutatie Waterverbruik 100 m3	waterverbruik 200 m3	Mutatie waterverbruik 200 m3	Waterverbruik 300 m3	Mutatie Waterverbruik 300 m3	Waterverbruik 400 m3	Mutatie Waterverbruik 400 m3	Waterverbruik 500 m4	Mutatie Waterverbruik 500 m4	Waterverbruik 2100 m3	Mutatie Waterverbruik 2100 m3	Waterverbruik 2500 m3	Mutatie Waterverbruik 2500 m3	Waterverbruik 6000 m3	Mutatie Waterverbruik 6000 m3	Waterverbruik 30.000 m3	Mutatie Waterverbruik 30.000 m3		Heffingskorting éénpersoonshuishouden	Heffingskorting meerpersoonshuishouden	Woonlasten éénpersoonshuishouden	Mutatie Woonlasten éénpersoonshuishouden	Woonlasten meerpersoonshuishouden	Mutatie Woonlasten meerpersoonshuishouden		Toeristenbelasting overnachting camping	Toeristenbelasting hotelovernachting	Mutatie Toeristenbelasting hotelovernachting	Hondenbelasting	Mutatie Hondenbelasting	Parkeerbelasting	Mutatie Parkeerbelasting		Paspoort	Mutatie Paspoort	Identiteitskaart	Mutatie Identiteitskaart	Rijbewijs	Mutatie Rijbewijs	Uittreksel BRP	Mutatie Uittreksel BRP
			%	%	%	%	%	%			euro		euro	%	euro	%		euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%		euro	euro	euro	%	euro	%		euro	euro	%	euro	%		%		euro	%	euro	%	euro	%	euro	%
7	0432	Opmeer	0.135	6.39	0.244	7.07	0.196	8.69	0.44	7.79	574.99		337.4	7.93	459.45	8.03		265.6	7.08	265.6	7.08																				0	0	1177.99	6.98	1300.04	7.1		1.15	1.15	4.55	40.3	7.18	0	0		83.85	7.85	75.8	7.75	51.1	22.84	9.65	7.22
7	0437	Ouder-Amstel	0.0781	-0.2	0.2926	9	0.2533	9	0.5459	9	533.14		313.71	7.03	327.4	6.86		177.17	15.59	177.17	15.59	177.17	15.59	177.17	15.59	177.17	15.59	343.77	15.58	510.37	15.58	3175.97	15.58	3842.37	15.58	9673.37	15.58	49657.37	15.58		0	0	1024.02	4.43	1037.71	4.41		1.5	9.5	14.46	83.86	3.2	5	11.11		83.85	7.85	75.8	7.82	51.1	14.45	15.05	3.79
7	0439	Purmerend	0.08	9.8	0.2194	7.45	0.2044	8.81	0.4238	8.1	363.5		300.36	1.01	375.48	1		215.16	7.56	215.16	7.56	215.16	7.56	215.16	7.56	215.16	7.56	376.56	7.58	376.56	7.58	1183.56	7.59	1344.96	-3.93	3281.76	7.6	16193.16	7.6		0	0	879.02	6.1	954.14	5.68		2.65	2.65	8.16	90.6	7.55	3.05	22		83.85	7.85	75.8	7.82	51.1	14.45	13.45	7.6
7	0441	Schagen	0.1112	5.31	0.245	4.63	0.1764	4.65	0.4214	4.64	452.03		325	0.93	383	1.06		220	7.32	220	7.32	220	7.32	220	7.32	220	7.32	440	7.32	440	7.32	1320	7.32	1760	7.32	3960	7.32	18920	7.32		0	0	997.03	4.27	1055.03	4.12		2	2	14.29	0	0	0	0		83.85	7.85	75.8	7.82	51.1	14.45	9.75	4.84
7	0532	Stede Broec	0.1362	4.91	0.2167	5.11	0.1846	9.54	0.4013	7.1	549.99		283.2	1.51	416.4	1.31		205.35	13.6	205.35	13.6																				0	0	1038.54	5.54	1171.74	4.99		1.75	1.75	2.94	68.7	3.46	0	0		83.85	7.85	75.8	7.82	51.1	14.45	10.95	3.3
7	0448	Texel	0.0322	5.12	0.0719	7.51	0.0566	7.58	0.1285	7.54	143.97		224.12	5.97	361.12	5.97		293.2	3	293.2	3	293.2	3	293.2	3	293.2	3	293.2	3	293.2	3	293.2	3	293.2	3	293.2	3	293.2	3		0	0	661.29	4.45	798.29	4.71		2.4	2.4	4.35	0	0	2.5	0		83.85	7.71	75.8	7.75	51.1	14.45	6.35	3.25
7	0450	Uitgeest	0.11646	13.25	0.33284	5.86	0.2359	6.87	0.56874	6.28	590.45		225.08	4.95	346.16	4.92		208	28.79	208	28.79	244.86	28.74	244.96	28.79	319.41	28.79	319.41	28.79	319.41	28.79	319.41	28.79	319.41	28.79	319.41	28.79	319.41	28.79		0	0	1023.53	14.07	1144.61	13.02		1.25	2.5	25	0	0	0	0		83.8	7.85	75.8	7.82	51.1	14.57	10.2	3.03
7	0451	Uithoorn	0.0877	3.53	0.2576	30.27	0.1876	30.26	0.4452	30.27	432.74		323.06	10.61	368.2	9.19		265	12.83	265	12.83	265	12.83	265	12.83	265	12.83	265	12.83	265	12.83	3225	12.81	3965	12.81	10440	12.81	54840	12.81		0	0	1020.8	8.03	1065.94	7.67		3.27	3.27	3.81	0	0	0	0		83.85	7.85	75.8	7.82	51.1	14.45	15.05	3.79
7	0453	Velsen	0.0773	2.24	0.3108	3.8	0.2497	3.76	0.5605	3.78	383.53		355.53	-5.12	391.27	-3.83		183.96	2.78	183.96	2.78	183.96	2.78	183.96	2.78	183.96	2.78	183.96	2.78	183.96	2.78	183.96	2.78	183.96	2.78	183.96	2.78	183.96	2.78		0	0	923.02	-0.62	958.76	-0.23		1.5	2.5	0	102.92	-0.21	1.3	0		83.85	7.71	75.8	7.75	51.1	14.45	16.6	5.73
7	0852	Waterland	0.0894	1.39	0.3221	4.7	0.244	4.05	0.5661	4.42	476.49		190	2.7	310.55	2.71		156.4	2.73	188.35	2.73																				0	0	822.89	1.94	975.39	2.07		3.1	3.1	12.73	60.72	2.64	alleen parkeervergunning	alleen parkeervergunning		83.85	7.68	75.8	7.7	48.15	15.75	10.9	2.35
7	1696	Wijdemeren	0.1181	8.24	0.2364	-7.32	0.1686	-9.77	0.405	-8.36	761.74		324.96	26.13	447.71	26.13		367	56.17	367	56.17	367	56.17	367	56.17	367	56.17	367	56.17	367	56.17	2427	56.28	2427	56.28	5314	56.29	5314	56.29		0	0	1453.7	21.51	1576.45	21.86		1.75	3.5	165.15	98.24	3.89	0	0		83.8	7.85	75.8	7.82	51.1	14.45	16	6.67
7	0880	Wormerland	0.0979	6.76	0.1841	7.57	0.2055	8.95	0.3896	8.3	494.63		333.07	8.29	362.84	8.11		275.6	5.27	275.6	5.27	275.6	5.27	275.6	5.27	275.6	5.27	275.6	5.27	275.6	5.27	1377.8	5.27	1377.8	5.27	3307	5.27	15735.8	0.18		0	0	1103.3	6.84	1133.07	6.82		1.95	1.95	2.63	88.75	3.2	0	0		83.85	7.71	63.4	7.73	51.1	14.45	21.1	3.18
7	0479	Zaanstad	0.0754	0.82	0.3212	5.43	0.2394	4.53	0.5606	5.05	346.25		347.83	0	347.83	0		315.68	8.5	315.68	8.5	105.22	8.5	210.44	8.5	315.66	8.49	420.88	8.5	526.1	8.5	2209.62	8.5	2630.5	8.5	6313.2	8.5	31566	8.5		0	0	1009.76	2.8	1009.76	2.8		geen campings in gemeente	7.54	3.86	0	0	3.6	4.35		77.85	0.08	70.35	0.06	48.15	15.75	14.2	7.58
7	0473	Zandvoort	0.067	5.33	0.2554	3.49	0.1434	3.5	0.3988	3.49	395.81		219.7	3.88	300.2	3.89		211.35	3.91	211.35	3.91	211.35	3.91	211.35	3.91	385.35	4.04	559.35	4.08	733.35	4.11	2720.35	3.74	3188.35	3.71	7093.35	4.02	21033.35	3.62		0	0	826.86	4.58	907.36	4.52		3.3	3.3	0	0	0	4	14.29		83.87	7.71	75.8	7.7	51.11	14.47	16.6	3.75
8	0482	Alblasserdam	0.0991	4.63	0.3207	-2.01	0.3463	19.82	0.667	8.23	405.48		384	7.41	448.5	7.43		168.5	5.97	168.5	5.97																				40	40	917.98	10.73	982.48	10.51		1.4	1.4	3.7	89.7	5.28	alleen parkeervergunning	alleen parkeervergunning		83.85	10.59	75.8	10.61	51.11	14.47	11.9	5.31
8	0613	Albrandswaard	0.1006	0.7	0.397	7.75	0.327	4.74	0.724	6.37	516.35		293.16	5.03	425.28	4.95		220.5	0	294	0	735	150	735	150	735	150	735	150	735	150	3351	15.15	3975	12.48	8895	5.22	40575	1.1		0	0	1030.01	1.74	1235.63	1.95		0	0	0	0	0	0	0		83.87	7.82	75.8	7.81	51.11	14.47	19	3.26
8	0484	Alphen a/d Rijn	0.0773	3.37	0.2191	1.61	0.1868	1.37	0.4059	1.5	337.32		233.16	0	330.24	0		204.36	4.99	279.72	5																				0	0	774.84	2.75	947.28	2.63		1	2	33.33	64.56	2.87	2.5	0		83.85	7.71	75.8	7.75	51.1	14.45	11.65	2.64
8	0489	Barendrecht	0.0878	3.99	0.2343	12.02	0.1885	9.36	0.4228	10.82	426.69		241.44	11.53	441.24	11.49		67.32	2.94	198.96	2.98																				0	0	735.45	6.25	1066.89	6.77		0.75	0.75	0	114.72	3.91	0	0		83.87	7.82	75.8	7.81	51.11	14.47	9.2	3.37
8	1901	Bodegraven-Reeuwijk	0.128	5.36	0.6711	15.7	0	nvt	0.6711	15.7	647.81		276.39	7.38	353.46	7.26		307.56	4.19	351.48	4.2	307.56	4.19	402.12	4.2	460.56	4.21	597.12	4.19	597.12	4.19	1607.4	4.2	1607.4	4.2	3070.2	4.2	9896.04	4.2		0	0	1231.76	5.51	1352.75	5.54		2	3	9.09	0	0	alleen parkeervergunning	alleen parkeervergunning		83.85	7.71	75.8	7.75	51.1	14.45	10.25	4.06
8	0502	Capelle aan den IJssel	0.0728	10.73	0.2746	17.88	0.2238	15.41	0.4984	16.76	323.16		226.37	2.99	296.52	3		120	2.56	120	2.56	120	-0.83	120	-0.83	171	-2.29	171	-2.29	171	-2.29	528	-4.52	579	-4.61	1293	-5.14	6189	-5.47		0	0	669.53	6.5	739.68	6.16		1.3	1.3	4	0	0	0	0		83.85	7.71	75.8	7.82	51.1	14.45	10.2	3.55
8	0503	Delft	0.09743	7.45	0.34625	6.37	0.26926	5.52	0.61551	6	458.6		266.25	4.14	417.09	4.14		252.3	1.59	252.3	1.59	252.3	1.59	252.3	1.59	252.3	1.59	252.3	1.59	252.3	1.59	1292.3	1.57	1552.3	1.57	3827.3	1.56	19427.3	1.56		0	0	977.15	4.97	1127.99	4.86		1	4.05	32.79	0	0	4.5	0		83.85	7.71	75.8	7.75	51.1	22.84	11.2	2.75
8	0505	Dordrecht	0.0905	6.36	0.3158	14.79	0.2675	25.34	0.5833	19.4	345.52		339.6	7.4	356.76	7.37		233.57	7.39	233.57	7.39	282.17	7.4	378.41	7.39	570.89	7.38	763.4	7.38	955.85	7.37	4035.53	7.37	4805.45	7.36	11542.25	7.36	57737.45	7.36		0	0	918.69	17.25	935.85	17.04		1	3.5	75	0	0	3.8	15.15		83.87	7.71	75.8	7.7	51.11	14.47	13.5	7.57
8	1924	Goeree-Overflakkee	0.09001	1.84	0.13596	2.66	0.096	0.64	0.23196	1.81	384.37		280.6	8.34	317.71	8.43		202	5.21	202	5.21																				0	0	866.97	4.65	904.08	4.83		1.5	1.5	0	0	0	alleen parkeervergunning	alleen parkeervergunning		83.85	7.85	75.8	7.82	51.1	14.45	10.85	3.83
8	0512	Gorinchem	0.09432	22.95	0.3364	6.57	0.2711	6.69	0.6075	6.62	431.57		285.72	-3.8	376.44	1.47		161	-0.62	201	-0.99	201	-0.99	402	-0.99	402	-0.99	603	-0.99	804	-0.99	2814	-0.99	3417	-0.99	8040	-0.99	40200	-0.99		0	0	878.29	8.43	1009.01	9.08		0	0	0	0	0	2.3	9.52		83.85	7.71	75.8	7.75	51.1	14.45	11.85	5.8
8	0513	Gouda	0.0916	12.83	0.381	11.29	0.3039	11.31	0.6849	11.3	366.27		373.22	8.46	399.27	7.86		530.09	11.19	530.09	11.19	530.09	11.19	530.09	11.19	530.09	11.19	530.09	11.19	860.09	10.73	6140.09	10.1	7460.09	10.08	15160.09	10.04	45960.09	10.01		0	0	1269.58	10.83	1295.63	10.59		1.87	1.87	11.31	90	11.18	4	0		83.85	7.71	75.8	7.75	51.1	14.45	16.6	5.73
8	0523	Hardinxveld-Giessendam	0.1054	8.42	0.2852	10.15	0.2141	10.16	0.4993	10.15	440.85		333.04	0.31	344.09	3.64		206.5	1.23	206.5	1.23	206.5	1.23	206.5	1.23	206.5	1.23	206.5	1.23	206.5	1.23	1239	1.23	1239	1.23	2667.9	4.75	14099.1	7.37		0	0	980.39	4.01	991.44	5.18		0	0	0	82.71	8	0	0		83.85	7.71	75.8	7.75	51.11	14.47	7.5	7.91
8	0531	Hendrik-Ido-Ambacht	0.0934	6.22	0.2949	8.38	0.2365	9.92	0.5314	9.06	433.92		278.15	-3.74	409.62	1.35		183.89	7.98	218.33	7.97	218.33	7.97	218.33	7.97	287.21	7.95	287.21	7.95	356.09	7.94	907.13	7.91	1044.89	7.91	2215.85	7.9	8328.95	7.9		76	76	819.96	1.89	985.87	3.57		0	0	0	145.44	7.93	0	0		83.85	7.71	75.8	7.75	51.1	14.45	13.25	7.72
8	0534	Hillegom	0.0921	4.91	0.2265	4.33	0.1368	4.37	0.3633	4.34	437.22		400	23.08	430	21.13		206	0	235	0	206	0	251	0	323	0	323	0	458	0	1268	0	1268	0	1988	0	3788	0		0	0	1043.22	10.07	1102.22	9.48		0	0	0	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	13.5	8.87
8	1963	Hoeksche Waard	0.07999	6.81	0.27827	9.54	0.23222	9.46	0.51049	9.5	342.43		214.05	5.85	261.09	5.95		170.15	4.34	226.86	4.33																				0	0	726.63	5.94	830.38	5.85		1.25	1.25	4.17	95.8	3.29	0	0		83.85	7.71	75.8	7.75	51.1	14.45	9.65	3.21
8	1884	Kaag en Braassem	0.09	7.75	0.167	8.87	0.1467	0.4	0.3137	4.74	482.95		335.41	8.31	366.21	8.57		303	5.21	303	5.21	303	5.21	303	5.21	303	5.21	303	5.21	303	5.21	303	5.21	303	5.21	2714	5.19	2714	5.19		0	0	1121.36	7.22	1152.16	7.33		0	0	0	0	0	0	0		83.87	7.73	75.8	7.75	51.11	14.6	12.15	5.19
8	0537	Katwijk	0.108	16.84	0.5451	15.06	0.1612	15.06	0.7063	15.06	543.44		255.71	0	371.85	0		164.38	12.47	164.38	12.47	164.38	12.47	164.38	12.47	278.85	12.48	278.85	12.48	393.32	12.47	1652.49	12.47	1881.43	12.47	4628.71	12.47	22943.91	12.47		0	0	963.53	11.14	1079.67	9.82		1.86	1.86	0	132.21	6.06	3	0		83.85	7.85	75.8	7.82	51.1	14.45	16.6	5.73
8	0542	Krimpen aan den IJssel	0.0856	1.81	0.2808	-4.53	0.2225	-4.55	0.5033	-4.54	373.11		382.3	6.79	458.76	6.79		259.2	5.05	335.4	5.03	259.2	5.05	335.4	5.03	411.6	5.01	487.8	5	564	5	1783.2	4.97	2088	4.97	4755	4.96	23043	4.96		0	0	1014.61	4.47	1167.27	4.65		0	0	0	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.47	11.7	3.08
8	1931	Krimpenerwaard	0.0875	6.16	0.2705	5.3	0.2191	3.28	0.4896	4.39	408.98		263.38	12.86	317.67	12.11		201.65	0	268.8	0																				0	0	874.01	6.55	995.45	6.19		1.92	1.92	6.08	0	0	0	0		83.87	7.73	75.8	7.75	51.11	14.47	10.5	6.06
8	1621	Lansingerland	0.0783	4.9	0.5522	11.09	0	nvt	0.5522	11.09	431.19		245.53	-4.29	269.06	-6.2		263.22	1.25	263.22	1.25	263.22	1.25	263.22	1.25	263.22	1.25	263.22	1.25	263.22	1.25	1316.1	1.25	1316.1	1.25	3158.64	1.25	5264.4	1.25		0	0	939.94	1.34	963.47	0.59		0	0	0	89.67	4.53	0	0		83.87	7.87	75.8	7.82	51.1	14.45	15	0
8	0546	Leiden	0.1131	8.1	0.5842	7.53	0.5835	7.15	1.1677	7.34	593.59		253.86	6	476.39	6		136.5	13.7	254.09	13.7	247.11	13.7	247.11	13.7	342.11	13.72	532.11	13.74	722.11	13.75	2818.11	13.87	3342.11	13.88	7927.11	13.9	29567.11	13.9		0	0	983.95	8.29	1324.07	8.35		0.55	3.5	0	0	0	3.5	9.38		83.85	7.71	75.8	7.75	51.11	14.47	15.7	0
8	0547	Leiderdorp	0.116	4.71	0.3672	4.22	0.2753	4.18	0.6425	4.2	568.75		348.12	13.32	460.08	13.63		109.44	6.67	200.76	6.7	121.12	6.69	121.12	6.69	202.62	6.63	365.62	6.59	528.62	6.57	3136.62	6.54	3788.62	6.54	9493.62	6.54	48613.62	6.54		0	0	1026.31	7.69	1229.59	8.22		0.54	2.92	0	0	0	0	0		83.85	7.85	75.8	7.82	51.1	14.45	12.3	41.38
8	1916	Leidschendam-Voorburg	0.07551	8.52	0.46432	6.55	0	nvt	0.46432	6.55	361.03		342.12	7.58	413.88	7.58		220.39	1.86	220.39	1.86	233.64	7.99	233.64	7.99	233.64	7.99	233.64	7.99	270.64	8.1	862.64	8.6	1010.64	8.63	2305.64	8.74	11185.64	8.81		0	0	923.54	6.52	995.3	6.59		1.85	6.05	8.04	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	18.3	8.28
8	0553	Lisse	0.1055	10.19	0.256	15.33	0.2512	12.21	0.5072	13.76	502.37		382.68	18.29	512.52	18.28		178.44	-11.33	178.44	-11.33	178.44	-11.33	178.44	-11.33	178.44	-11.33	178.44	-11.33	178.44	-11.33	178.44	-11.33	178.44	-11.33	178.44	-11.33	178.44	-11.33		0	0	1063.49	8.44	1193.33	9.43		1.81	2.95	8.86	97.92	9.09	0	0		83.85	7.71	75.8	7.75	51.1	22.84	13.5	8.87
8	0556	Maassluis	0.1084	4.57	0.2904	3.8	0.1944	3.43	0.4848	3.65	429.07		380.4	2.26	445.2	2.77		190	2.7	190	2.7	190	2.7	190	2.7	190	2.7	190	2.7	190	2.7	729.66	2.7	925.9	2.7	2643	2.7	7323.4	2.71		0	0	999.47	3.32	1064.27	3.48		2.35	2.35	4.44	0	0	0	0		83.87	7.71	75.8	7.7	51.11	14.47	17.75	3.8
8	1842	Midden-Delfland	0.1099	5.43	0.2364	5.26	0.1697	5.23	0.4061	5.25	591.72		279.96	8.01	371.4	8		225.12	7.51	225.12	7.51	225.12	7.51	225.12	7.51	225.12	7.51	225.12	7.51	225.12	7.51	225.12	7.51	225.12	7.51	225.12	7.51	225.12	7.51		0	0	1096.8	6.5	1188.24	6.61		0.85	1.25	0	0	0	0	0		83.87	7.71	75.8	7.7	48.15	7.84	9.65	0
8	1978	Molenlanden	0.0789	4.16	0.1959	3.48	0.163	3.49	0.3589	3.49	376.67		333.39	12.6	441.21	19.21		191.34	6.87	259.78	6.86	231.48	6.86	356.48	6.86	481.48	6.85	606.48	6.85	731.48	6.85	2731.48	6.84	3231.48	6.84	7606.48	6.84	37606.48	6.84		0	0	901.4	11.73	1077.66	14.06		1.44	1.44	3.6	0	0	0	0		77.85	0.13	70.35	0.07	48.1	7.73	12.6	6.33
8	0569	Nieuwkoop	0.1066	10.01	0.399	13.17	0.3219	12.93	0.7209	13.06	567.04		239.23	3.01	355.69	2.97		226.56	3.11	226.56	3.11	453.12	106.23	453.12	106.23	453.12	106.23	453.12	106.23	453.12	106.23	453.12	106.23	453.12	106.23	453.12	106.23	453.12	106.23		0	0	1032.83	6.76	1149.29	6.35		0	0	0	0	0	0	0		83.87	7.82	75.8	7.81	51.11	14.47	10.15	3.05
8	1930	Nissewaard	0.109264	9.07	0.338061	9.32	0.264378	7.4	0.602439	8.47	367.35		390.5	1.05	390.5	1.05		177.61	12.98	177.61	12.98	710.42	125.95	710.42	125.95	710.42	125.95	710.42	125.95	710.42	125.95	710.42	125.95	710.42	125.95	710.42	125.95	710.42	125.95		0	0	935.46	6.25	935.46	6.25		1.11	1.56	5.41	87.25	8.82	3.2	8.47		83.85	7.71	75.8	7.75	51.1	22.84	12.8	8.94
8	0575	Noordwijk	0.0853	4.58	0.2044	7.58	0.154	5.55	0.3584	6.7	497.65		288.72	9.71	448.68	9.71		201.33	1.29	201.33	1.29	201.33	1.29	201.33	1.29	201.33	1.29	228.33	1.58	255.33	1.82	687.33	3.08	795.33	3.19	1740.33	3.54	2951.33	0.09		0	0	987.7	5.32	1147.66	5.91		1.71	2.45	2.51	0	0	1	0		83.85	7.85	75.8	7.82	51.1	14.45	5.75	2.68
8	0579	Oegstgeest	0.1267	18.06	0.7066	11.26	0	nvt	0.7066	11.26	818.08		303.48	8.66	447.17	8.66		191.54	3.71	236.65	3.71	236.65	3.71	236.65	3.71	369.65	3.49	635.65	3.33	901.65	3.26	5157.65	3.13	6221.65	3.12	15531.65	3.11	79371.65	3.1		0	0	1313.1	13.5	1501.9	12.7		4.43	4.43	3.02	106.93	3.1	0	0		83.85	7.71	75.8	7.75	51.11	14.47	12.5	3.31
8	0590	Papendrecht	0.1136	1.83	0.3261	4.01	0.2438	4.88	0.5699	4.38	453.98		321.97	4.2	423.94	-1.87		169	2.42	169	2.42	169	2.42	169	2.42	169	2.42	169	2.42	169	2.42	169	2.42	169	2.42	169	2.42	169	2.42		0	0	944.95	2.73	1046.92	0.39		1.52	1.52	2.7	0	0	alleen parkeervergunning	alleen parkeervergunning		83.87	7.71	75.8	7.7	51.11	14.47	10	2.04
8	1926	Pijnacker-Nootdorp	0.0712	2.78	0.212	-6.39	0.139	-13.76	0.351	-9.45	400.52		300.36	6.47	407.76	6.52		195.72	-11.02	195.72	-11.02	195.72	-11.02	195.72	-11.02	195.72	-11.02	195.72	-11.02	237.48	-18.26	341.88	-11.11	341.88	-11.11	341.88	-11.11	341.88	-11.11		0	0	896.6	0.54	1004	1.17		1	2.32	1.31	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	10.2	4.08
8	0597	Ridderkerk	0.0903	3.14	0.4751	4.14	0	nvt	0.4751	4.14	356.43		278.72	-0.27	385.76	-0.2		215.28	4.3	215.28	4.3	215.28	4.3	215.28	4.3	215.28	4.3	215.28	4.3	215.28	4.3	1928.64	4.24	2342.88	4.24	5621.88	4.22	21423.48	4.31		0	0	850.43	2.28	957.47	2.02		0	0	0	0	0	1.1	0		83.87	7.82	75.8	7.81	51.11	14.47	11.1	2.78
8	0603	Rijswijk	0.0717	5.76	0.5714	8.1	0	nvt	0.5714	8.1	331.4		369.96	9.64	532.92	19.41		177.05	-8.3	221.21	14.57	298.59	54.65	298.59	54.65	298.59	54.65	298.59	54.65	298.59	54.65	1898.59	5.88	2298.59	4.81	5798.59	1.85	29798.59	0.36		0	0	878.41	4.09	1085.53	13.94		3.5	3.5	0	0	0	2.35	2.17		83.87	7.87	75.8	7.82	51.11	14.47	10.9	3.32
8	0599	Rotterdam	0.0683	9.42	0.3904	9.81	0.2782	9.84	0.6686	9.82	299.63		337.1	13.89	437.3	13.91		286.5	10.79	286.5	10.79																				0	0	923.23	11.44	1023.43	11.69		3.43	8.91	3.83	0	0	5.94	7.61		83.87	7.71	75.8	7.7	51.1	14.45	25.9	83.69
8	0606	Schiedam	0.076	4.93	0.336	6.3	0.221	6.35	0.557	6.32	281.65		337.66	3.1	398.79	3.1		268.48	2	268.48	2	268.48	2	268.48	2	268.48	2	268.48	2	268.48	2	268.48	2	268.48	2	268.48	2	268.48	2		0	0	887.79	3.33	948.92	3.32		2.94	2.94	2.8	19.91	-49.21	2.9	3.57		83.8	7.71	75.8	7.82	51.1	14.57	14.95	3.1
8	0518	's-Gravenhage	0.0525	5.21	0.3051	4.19	0.2507	1.43	0.5558	2.93	258.65		390.12	4.23	479.76	4.22		184.75	4.23	184.75	4.23	184.75	4.23	184.75	4.23	184.75	4.23	184.75	4.23	184.75	4.23	1195.75	4.26	1448.5	26.3	3217.75	13.16	15349.75	6.01		0	0	833.52	4.53	923.16	4.5		2.75	6	12.15	0	Afgeschaft	6.5	0		83.85	7.71	75.8	7.75	51.1	14.45	17.35	4.2
8	0610	Sliedrecht	0.0733	6.96	0.2199	1.6	0.1788	-2.39	0.3987	-0.23	277.22		260.16	3.98	365.04	4		305.03	10	305.03	10	305.03	10	305.03	10	356.51	10	459.47	10	562.43	10	2209.79	10	2621.63	10	6225.23	10	30935.63	10		0	0	842.41	7.09	947.29	6.74		0	0	0	78.12	3.01	0	0		83.87	7.71	75.8	7.7	51.11	14.47	12.16	3.14
8	1525	Teylingen	0.0851	13.4	0.1908	18	0.2061	18.04	0.3969	18.02	456.76		261.96	10.42	416.52	35.56		177.48	1.72	177.48	1.72	177.48	1.72	177.48	1.72	177.48	1.72	287.48	1.05	397.48	0.76	2157.48	0.14	2597.48	0.12	6447.48	0.05	32847.48	0.01		0	0	896.2	10.03	1050.76	18.79		0	0	0	0	0	0	0		83.85	7.85	75.8	7.75	51.1	14.45	13.5	8.87
8	0622	Vlaardingen	0.1217	6.99	0.868	10.17	0	nvt	0.868	10.17	444.7		317.69	7.6	406.2	7.6		177.58	10	177.58	10	177.58	10	177.58	10	177.58	10	177.58	10	177.58	10	915.83	9.87	1121.83	9.86	3096.33	9.85	19584.33	9.91		0	0	939.97	7.75	1028.48	7.74		3.32	3.32	7.44	0	0	2.4	0		83.85	7.71	75.8	7.75	51.1	14.45	13.65	7.48
8	1992	Voorne aan Zee	0.0883	2.15	0.1824	7.08	0.1216	6.06	0.304	6.67	395.92		320.65	0	343.12	0		211.95	0.92	212.96	0.9	110.089486332232	0	110.089486332232	0	110.089486332232	0	134.678972664464	0	155.347095769955	0	608.984497118982	0	724.442971317258	0	1734.70462055217	0	8864.43596220541	0		0	0	928.52	1.19	952	1.13		1.35	2.44	0	0	Afgeschaft	0	0		83.85	10.62	75.8	10.66	51.1	14.45	16.6	57.35
8	0626	Voorschoten	0.1258	5.56	0.2748	18.7	0.2325	18.12	0.5073	18.43	749.29		398.64	2.5	491.28	2.51		240.48	2.19	240.48	2.19	240.48	2.19	240.48	2.19	240.48	2.19	240.48	2.19	240.48	2.19	240.48	2.19	240.48	2.19	240.48	2.19	240.48	2.19		0	0	1388.41	4.07	1481.05	3.97		2.86	2.86	4.38	0	Afgeschaft	0	0		83.85	7.71	75.8	7.75	51.1	14.45	13.75	4.17
8	0627	Waddinxveen	0.0877	1.68	0.3166	0.87	0.255	0.88	0.5716	0.88	390.01		353.39	3.76	380.02	4.28		222.34	6.51	222.34	6.51	222.34	6.51	222.34	6.51	222.34	6.51	222.34	6.51	222.34	6.51	222.34	6.51	222.34	6.51	222.34	6.51	222.34	6.51		0	0	965.74	3.52	992.37	3.72		1	1	0	0	0	0	0		83.87	7.87	75.8	7.82	51.11	14.47	14.45	4.71
8	0629	Wassenaar	0.0984	3.45	0.3492	3.6	0.3184	3.62	0.6676	3.61	906.01		352.2	3.2	507.12	3.2		143.28	9.36	219.96	9.14	214.8	9.33	358.8	9.5	538.8	9.59	718.8	9.63	898.8	9.65	2649.6	8.96	2961.6	8.9	5691.6	8.63	24411.6	8.4		0	0	1401.49	3.96	1633.09	4.1		1.7	4.28	3.13	95.04	3.26	0	0		83.85	7.71	75.8	7.75	51.1	14.45	16.6	5.73
8	1783	Westland	0.0747	3.24	0.2549	5.23	0.192	5.25	0.4469	5.24	380.87		287.64	4.17	362.76	4.17		266.8	3.77	313.48	3.85																				0	0	935.31	3.68	1057.11	3.74		2.64	6.85	3.83	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	11.75	3.98
